Numero;Tipo_de_incidente;DSC_GRAVIDADE_TIPO;DSC_QUASE_ACIDENTE_ACIDENTE
2110/002135;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2110/002146;Falha estrutural em poço;MODERADO;Acidente
2110/002148;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2110/002153;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2110/002154;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2110/002155;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2110/002156;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2110/002170;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2110/002171;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2110/002177;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2110/002187;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2110/002188;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2110/002190;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2110/002205;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2110/002207;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2110/002208;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2110/002209;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000002;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000005;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000014;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000020;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000021;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000022;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000025;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000026;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000027;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000028;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000032;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000036;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000037;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000041;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000042;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000043;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000049;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000050;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000054;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000056;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000061;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000062;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000064;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000066;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000067;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000068;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000069;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000072;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000075;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000076;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000080;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000083;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000088;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000091;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000092;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000093;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000097;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000098;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000106;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000107;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000113;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000114;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000121;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000127;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000130;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000131;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000132;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000133;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000134;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000135;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000136;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000137;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000139;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000149;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000156;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000164;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000167;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000169;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000170;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000171;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000172;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000173;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000174;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000177;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000180;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000192;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000195;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000196;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000198;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000201;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2111/000225;Falha estrutural em poço;MODERADO;Acidente
2112/000002;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2112/000003;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2112/000005;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2112/000006;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2112/000007;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2112/000008;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2112/000010;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2112/000011;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2112/000012;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2112/000019;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2112/000020;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2112/000023;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2112/000026;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2112/000042;Falha da barreira primária na perfuração ou intervenção em poços (kick);MODERADO;Acidente
2112/000043;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2112/000044;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2112/000051;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2112/000052;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2112/000053;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2112/000054;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2112/000068;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2112/000071;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2112/000074;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2112/000087;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2112/000093;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2112/000095;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2112/000097;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2112/000098;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2112/000099;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2112/000102;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2112/000103;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2112/000106;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2112/000109;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2112/000110;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2112/000111;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2112/000112;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2112/000113;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2112/000132;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2112/000136;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2112/000143;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2112/000145;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2112/000150;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2112/000151;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2112/000152;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2112/000154;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2112/000163;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2112/000172;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2112/000173;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2112/000174;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2112/000178;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2112/000179;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2112/000180;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2112/000183;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2112/000187;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2112/000196;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2112/000197;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2112/000198;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2112/000202;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2112/000207;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2112/000208;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2112/000214;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000010;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000016;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000017;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000018;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000019;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000020;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000028;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000029;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000053;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000060;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000061;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000062;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000063;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000065;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000066;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000070;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000075;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000083;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000084;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000087;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000091;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000092;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000093;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000105;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000107;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000112;Falha da barreira primária na perfuração ou intervenção em poços (kick);MODERADO;Acidente
2201/000117;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000118;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000120;Falha da barreira primária na perfuração ou intervenção em poços (kick);MODERADO;Acidente
2201/000124;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000125;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000126;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000127;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000129;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000130;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000131;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000133;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000134;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000139;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000141;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000142;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000144;Falha da barreira primária na perfuração ou intervenção em poços (kick);MODERADO;Acidente
2201/000146;Falha da barreira primária na perfuração ou intervenção em poços (kick);MODERADO;Acidente
2201/000152;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000158;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000159;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000160;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000161;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000162;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000163;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000166;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000167;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000168;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000169;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000170;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000171;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000172;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000173;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000174;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000175;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000177;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000178;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000179;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000180;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000181;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000185;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000186;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2201/000187;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000188;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000189;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2201/000193;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000198;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000202;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2201/000205;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000009;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000010;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000011;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000015;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000021;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000025;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000026;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000027;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000030;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000036;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000040;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000042;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000044;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000047;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000048;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2202/000051;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000052;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000054;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000056;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000057;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000060;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000061;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000063;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000064;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000067;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000075;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000076;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000077;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000081;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000082;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000084;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000090;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000093;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000094;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000099;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000100;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000105;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000106;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000107;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000114;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000116;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000119;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000120;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000121;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000123;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000126;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000133;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000134;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000135;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000138;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000140;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000149;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000150;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000152;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000154;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000155;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000157;Falha da barreira primária na perfuração ou intervenção em poços (kick);MODERADO;Acidente
2202/000159;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000160;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000165;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000178;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000181;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000182;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000191;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000193;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000194;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2202/000196;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2203/000002;Perda maior de controle de poço;GRAVE;Acidente
2203/000024;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2203/000032;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2203/000039;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2203/000049;Perda maior de controle de poço;GRAVE;Acidente
2203/000051;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2203/000061;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2203/000063;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2203/000064;Falha da barreira primária na perfuração ou intervenção em poços (kick);MODERADO;Acidente
2203/000074;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2203/000075;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2203/000076;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2203/000078;Falha da barreira primária na perfuração ou intervenção em poços (kick);MODERADO;Acidente
2203/000085;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2203/000087;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2203/000090;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2203/000091;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2203/000092;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2203/000094;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2203/000101;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2203/000102;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2203/000104;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2203/000106;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2203/000107;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2203/000110;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2203/000118;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2203/000121;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2203/000126;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2203/000133;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2203/000150;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2203/000161;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2203/000171;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2203/000194;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2203/000199;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2203/000200;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2203/000201;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2203/000202;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2203/000203;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2203/000206;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2203/000207;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2203/000209;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2203/000210;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2203/000212;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
