id_pozo,operador,cuenca,formacion,year,etapas_fractura,agua_m3,presion_max_psi,potencia_hp,longitud_lateral_m,offshore_flag
MX-WELL-1211,PETROBAL,SURESTE,cretácico,2017,46,42117,12780,41910,3006,1
MX-WELL-1212,PETROBAL,SURESTE,jurásico superior,2024,42,86329,15382,22323,1243,1
MX-WELL-1213,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2015,10,78008,6707,16704,3375,1
MX-WELL-1214,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,jurásico superior,2019,12,66549,7735,18258,2928,0
MX-WELL-1215,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2016,42,68576,9874,19686,2321,1
MX-WELL-1216,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2019,17,58604,9374,35592,810,1
MX-WELL-1217,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2015,20,30103,13123,20754,2179,1
MX-WELL-1218,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,agua nueva,2020,9,72711,14555,28752,785,1
MX-WELL-1219,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,jurásico superior,2021,36,86559,15715,29169,3056,0
MX-WELL-1220,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2016,45,45585,8496,28073,810,1
MX-WELL-1221,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,cretácico,2019,46,22329,14785,31932,2326,0
MX-WELL-1222,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,terciario,2017,20,41750,13693,18264,898,1
MX-WELL-1223,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2016,18,65249,11656,18984,2800,1
MX-WELL-1224,WINTERSHALL DEA,BURGOS,cretácico,2020,7,45298,7960,33429,1548,0
MX-WELL-1225,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2018,29,41822,13340,33563,627,1
MX-WELL-1226,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2016,33,65099,8494,22677,3219,1
MX-WELL-1227,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,cretácico,2017,35,49922,12488,36526,1579,0
MX-WELL-1228,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2019,13,60331,15074,16406,899,1
MX-WELL-1229,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,agua nueva,2015,41,76918,7403,13292,1319,1
MX-WELL-1230,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,terciario,2019,39,36715,7549,41174,2264,0
MX-WELL-1231,PEMEX EXPLORACIÓN Y PRODUCCIÓN,VERACRUZ,jurásico superior,2025,25,83294,12793,34022,2411,0
MX-WELL-1232,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2016,49,66532,8385,10671,663,1
MX-WELL-1233,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2019,30,20749,11827,35121,2087,1
MX-WELL-1234,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,pimienta,2018,33,29877,12164,40911,516,0
MX-WELL-1235,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,pimienta,2015,14,30281,14123,35364,1214,0
MX-WELL-1236,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2015,19,83616,13099,35431,3014,1
MX-WELL-1237,PEMEX EXPLORACIÓN Y PRODUCCIÓN,VERACRUZ,cretácico,2022,17,70920,9456,17788,907,0
MX-WELL-1238,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2022,35,58355,15866,14531,898,1
MX-WELL-1239,REPSOL EXPLORACIÓN MÉXICO,TAMPICO-MISANTLA,jurásico superior,2024,9,86295,11439,38270,1491,0
MX-WELL-1240,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,terciario,2022,29,45144,9009,41182,3493,0
MX-WELL-1241,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2023,45,88040,14569,30669,3314,1
MX-WELL-1242,PETROBAL,TAMPICO-MISANTLA,jurásico superior,2022,6,69765,6780,13983,1811,0
MX-WELL-1243,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2015,44,99489,11784,14583,2350,1
MX-WELL-1244,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2018,34,24291,6685,28544,3435,1
MX-WELL-1245,PETROBAL,TAMPICO-MISANTLA,jurásico superior,2021,16,60408,13697,44964,3208,0
MX-WELL-1246,PETROBAL,TAMPICO-MISANTLA,cretácico,2021,48,67941,14853,30714,1868,0
MX-WELL-1247,REPSOL EXPLORACIÓN MÉXICO,SURESTE,jurásico superior,2019,19,65731,14474,36062,1930,1
MX-WELL-1248,ENI MÉXICO,TAMPICO-MISANTLA,cretácico,2015,7,18894,7653,28450,522,0
MX-WELL-1249,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,cretácico,2019,12,51321,13353,32656,2399,0
MX-WELL-1250,HOKCHI ENERGY,VERACRUZ,jurásico superior,2024,38,78056,9081,44196,2849,0
MX-WELL-1251,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2023,40,57701,8649,20805,2756,1
MX-WELL-1252,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,terciario,2018,15,46751,7778,34286,1514,0
MX-WELL-1253,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2018,24,28313,7013,33705,2328,1
MX-WELL-1254,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2024,42,74429,11891,43848,1440,1
MX-WELL-1255,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2017,28,58868,10431,33225,1578,1
MX-WELL-1256,HOKCHI ENERGY,SURESTE,cretácico,2016,23,73646,9390,15997,2758,1
MX-WELL-1257,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,terciario,2020,35,20258,14623,26044,1239,1
MX-WELL-1258,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,jurásico superior,2018,32,37386,15518,26184,1519,0
MX-WELL-1259,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2018,31,40254,8125,24472,1101,1
MX-WELL-1260,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2016,7,64220,12397,42373,2528,1
MX-WELL-1261,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,terciario,2017,46,35122,11017,26370,1080,0
MX-WELL-1262,ENI MÉXICO,SURESTE,pimienta,2024,9,36201,9331,39309,3290,1
MX-WELL-1263,REPSOL EXPLORACIÓN MÉXICO,BURGOS,terciario,2018,10,23493,6685,17531,687,0
MX-WELL-1264,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,cretácico,2019,34,11431,15067,37037,1865,0
MX-WELL-1265,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,agua nueva,2022,14,42591,8014,19833,704,1
MX-WELL-1266,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,pimienta,2025,24,50785,8297,25892,2743,1
MX-WELL-1267,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,jurásico superior,2016,36,17927,7171,21918,1443,0
MX-WELL-1268,REPSOL EXPLORACIÓN MÉXICO,SURESTE,cretácico,2023,41,28745,12164,38228,2253,1
MX-WELL-1269,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2019,16,91912,12588,35000,2708,1
MX-WELL-1270,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2021,26,29446,8336,19879,1072,1
MX-WELL-1271,WINTERSHALL DEA,TAMPICO-MISANTLA,jurásico superior,2020,21,77169,7517,22485,3157,0
MX-WELL-1272,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,agua nueva,2023,6,75633,9750,37733,1087,1
MX-WELL-1273,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,pimienta,2024,39,77263,7854,20800,1459,1
MX-WELL-1274,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,cretácico,2018,26,15774,12519,20983,2760,0
MX-WELL-1275,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2023,44,28489,9867,39118,2613,1
MX-WELL-1276,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,agua nueva,2015,46,51971,8274,31253,3226,1
MX-WELL-1277,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,jurásico superior,2017,9,12551,12411,43243,1820,0
MX-WELL-1278,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,terciario,2022,22,16971,9525,21531,2933,0
MX-WELL-1279,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,agua nueva,2016,47,14135,12629,29584,1514,0
MX-WELL-1280,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,cretácico,2025,41,77843,13133,21205,2913,0
MX-WELL-1281,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,pimienta,2021,20,64400,14766,41852,2410,0
MX-WELL-1282,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,jurásico superior,2020,35,36170,14438,30095,2060,0
MX-WELL-1283,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,pimienta,2024,9,42994,6264,19587,1957,1
MX-WELL-1284,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,agua nueva,2016,48,36475,8504,26087,1749,0
MX-WELL-1285,ENI MÉXICO,BURGOS,cretácico,2019,32,95751,15433,34765,1940,0
MX-WELL-1286,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2016,15,94246,15087,26021,2820,1
MX-WELL-1287,ENI MÉXICO,SURESTE,agua nueva,2017,37,68067,12049,11089,982,1
MX-WELL-1288,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2023,24,38795,12144,31447,1354,1
MX-WELL-1289,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,pimienta,2020,19,81906,15528,38276,1448,1
MX-WELL-1290,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,pimienta,2021,13,60939,13374,20449,1638,0
MX-WELL-1291,REPSOL EXPLORACIÓN MÉXICO,TAMPICO-MISANTLA,cretácico,2025,38,25223,12701,12597,641,0
MX-WELL-1292,WINTERSHALL DEA,SURESTE,jurásico superior,2025,24,18472,6423,33383,769,1
MX-WELL-1293,REPSOL EXPLORACIÓN MÉXICO,SURESTE,pimienta,2017,7,31778,13880,15075,2720,1
MX-WELL-1294,PETROBAL,TAMPICO-MISANTLA,jurásico superior,2021,23,62142,13155,14493,1643,0
MX-WELL-1295,HOKCHI ENERGY,SURESTE,jurásico superior,2023,37,87175,7762,21240,2881,1
MX-WELL-1296,HOKCHI ENERGY,SURESTE,agua nueva,2022,6,91768,13804,34173,2121,1
MX-WELL-1297,WINTERSHALL DEA,SURESTE,jurásico superior,2015,34,69659,11154,10778,993,1
MX-WELL-1298,WINTERSHALL DEA,SURESTE,jurásico superior,2018,41,52946,13851,26288,2544,1
MX-WELL-1299,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,pimienta,2016,28,69871,13468,43110,1947,1
MX-WELL-1300,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,terciario,2023,23,36649,12748,26789,2779,1
MX-WELL-1301,REPSOL EXPLORACIÓN MÉXICO,SURESTE,terciario,2017,8,28230,7478,41259,1271,1
MX-WELL-1302,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2016,28,27569,8394,21190,1884,1
MX-WELL-1303,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,jurásico superior,2023,22,36512,12716,31259,761,0
MX-WELL-1304,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2015,33,52604,8800,39538,1947,1
MX-WELL-1305,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2015,17,96716,11093,27709,1380,1
MX-WELL-1306,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2024,43,26724,9828,27087,817,1
MX-WELL-1307,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2022,41,80448,10648,43623,2312,1
MX-WELL-1308,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,pimienta,2025,23,31386,7356,18210,1083,1
MX-WELL-1309,REPSOL EXPLORACIÓN MÉXICO,TAMPICO-MISANTLA,cretácico,2015,49,74089,12246,43755,1019,0
MX-WELL-1310,WINTERSHALL DEA,SURESTE,terciario,2021,24,33377,10033,27373,3186,1
MX-WELL-1311,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2022,24,26715,13922,29086,2588,1
MX-WELL-1312,REPSOL EXPLORACIÓN MÉXICO,TAMPICO-MISANTLA,cretácico,2016,15,84637,10658,21381,3260,0
MX-WELL-1313,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,terciario,2025,6,40373,6386,16031,2843,0
MX-WELL-1314,ENI MÉXICO,TAMPICO-MISANTLA,cretácico,2025,5,58438,13980,11998,1880,0
MX-WELL-1315,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2021,28,48392,13461,44587,2824,1
MX-WELL-1316,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2021,13,46788,9259,38011,2389,1
MX-WELL-1317,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2023,27,92279,7141,28019,1903,1
MX-WELL-1318,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2019,11,78803,12564,36167,1332,1
MX-WELL-1319,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2016,32,54014,7829,18767,2872,1
MX-WELL-1320,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,cretácico,2020,5,27438,11744,28284,1957,0
MX-WELL-1321,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2025,49,99859,13833,17597,2537,1
MX-WELL-1322,REPSOL EXPLORACIÓN MÉXICO,SURESTE,jurásico superior,2020,19,63161,12628,12169,2672,1
MX-WELL-1323,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2020,8,76321,12139,16344,2916,1
MX-WELL-1324,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,jurásico superior,2015,49,46575,13151,37716,2852,0
MX-WELL-1325,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2021,7,19569,7439,14857,840,1
MX-WELL-1326,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,agua nueva,2021,8,85250,9456,44395,2482,1
MX-WELL-1327,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2025,40,73922,12652,29554,2651,1
MX-WELL-1328,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,cretácico,2021,25,28951,7307,24852,1156,0
MX-WELL-1329,HOKCHI ENERGY,BURGOS,jurásico superior,2025,38,34842,7708,13630,2793,0
MX-WELL-1330,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,jurásico superior,2015,24,77496,6557,39689,2105,0
MX-WELL-1331,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,agua nueva,2018,36,88405,13166,22982,1751,1
MX-WELL-1332,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,terciario,2025,15,22991,8808,40386,2472,1
MX-WELL-1333,PETROBAL,SURESTE,pimienta,2018,11,63410,9119,44631,615,1
MX-WELL-1334,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,jurásico superior,2022,23,50510,11442,12490,3384,0
MX-WELL-1335,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,agua nueva,2016,36,46188,11845,31162,3453,0
MX-WELL-1336,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2016,45,62887,6695,30536,518,1
MX-WELL-1337,PEMEX EXPLORACIÓN Y PRODUCCIÓN,VERACRUZ,jurásico superior,2021,7,76624,9363,42792,2072,0
MX-WELL-1338,HOKCHI ENERGY,SURESTE,terciario,2019,13,21390,14448,30131,1046,1
MX-WELL-1339,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2018,34,11381,7098,29810,1409,1
MX-WELL-1340,ENI MÉXICO,BURGOS,jurásico superior,2017,42,32031,11185,25271,2180,0
MX-WELL-1341,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,terciario,2016,6,56092,8555,12951,1738,0
MX-WELL-1342,REPSOL EXPLORACIÓN MÉXICO,SURESTE,agua nueva,2021,43,77904,11789,43204,3328,1
MX-WELL-1343,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2020,35,86112,6182,17190,3091,1
MX-WELL-1344,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2018,24,10159,12555,26237,1511,1
MX-WELL-1345,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2018,17,66378,11590,15585,1535,1
MX-WELL-1346,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2016,15,17016,13758,33545,2384,1
MX-WELL-1347,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,terciario,2021,28,68161,12056,25275,1388,1
MX-WELL-1348,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,pimienta,2025,23,63384,11793,15571,3159,0
MX-WELL-1349,REPSOL EXPLORACIÓN MÉXICO,BURGOS,cretácico,2020,16,42441,14662,44716,1428,0
MX-WELL-1350,REPSOL EXPLORACIÓN MÉXICO,BURGOS,cretácico,2021,25,22180,6234,25372,1624,0
MX-WELL-1351,PETROBAL,TAMPICO-MISANTLA,agua nueva,2023,34,81368,13122,15842,2175,0
MX-WELL-1352,PETROBAL,SURESTE,cretácico,2021,32,35599,11672,11378,2019,1
MX-WELL-1353,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2021,45,88860,8257,37364,896,1
MX-WELL-1354,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,jurásico superior,2020,15,44773,8016,37747,3168,0
MX-WELL-1355,FIELDWOOD ENERGY,SURESTE,jurásico superior,2022,11,57377,13170,29604,1039,1
MX-WELL-1356,HOKCHI ENERGY,SURESTE,pimienta,2025,39,83016,10213,20293,2173,1
MX-WELL-1357,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2019,42,28199,9841,18016,3415,1
MX-WELL-1358,REPSOL EXPLORACIÓN MÉXICO,SURESTE,terciario,2020,21,46021,10979,34087,1040,1
MX-WELL-1359,PEMEX EXPLORACIÓN Y PRODUCCIÓN,VERACRUZ,cretácico,2020,5,30307,10214,29611,3331,0
MX-WELL-1360,FIELDWOOD ENERGY,SURESTE,agua nueva,2025,46,81354,8222,40116,2259,1
MX-WELL-1361,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,cretácico,2018,16,56607,6719,30963,1472,0
MX-WELL-1362,PETROBAL,BURGOS,jurásico superior,2025,12,37606,14835,34770,988,0
MX-WELL-1363,REPSOL EXPLORACIÓN MÉXICO,TAMPICO-MISANTLA,cretácico,2021,48,68585,14707,31607,892,0
MX-WELL-1364,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2025,19,71215,12683,26616,2052,1
MX-WELL-1365,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2024,29,56473,13468,42082,2814,1
MX-WELL-1366,PETROBAL,SURESTE,agua nueva,2025,47,75344,7072,42430,3111,1
MX-WELL-1367,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,cretácico,2023,30,26241,13763,15939,2908,0
MX-WELL-1368,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,agua nueva,2025,38,57118,8783,31625,2824,1
MX-WELL-1369,PETROBAL,TAMPICO-MISANTLA,agua nueva,2016,18,41433,7932,11757,2550,0
MX-WELL-1370,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2025,48,34272,12474,36956,2597,1
MX-WELL-1371,WINTERSHALL DEA,SURESTE,agua nueva,2018,39,35851,8743,40527,2993,1
MX-WELL-1372,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2017,27,40873,15475,10619,1382,1
MX-WELL-1373,HOKCHI ENERGY,SURESTE,cretácico,2025,20,65745,6929,15366,1019,1
MX-WELL-1374,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,terciario,2015,47,31542,9667,38247,3301,1
MX-WELL-1375,FIELDWOOD ENERGY,SURESTE,jurásico superior,2024,40,28020,14155,13583,2718,1
MX-WELL-1376,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,jurásico superior,2021,12,84671,11722,37413,3160,0
MX-WELL-1377,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,pimienta,2024,40,33816,15653,29702,1166,1
MX-WELL-1378,PETROBAL,SURESTE,cretácico,2021,7,19171,8451,43396,2129,1
MX-WELL-1379,REPSOL EXPLORACIÓN MÉXICO,VERACRUZ,cretácico,2015,22,55740,14307,14956,2503,0
MX-WELL-1380,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,pimienta,2015,30,40099,9699,42598,1789,1
MX-WELL-1381,ENI MÉXICO,TAMPICO-MISANTLA,jurásico superior,2015,21,74789,7772,36536,3280,0
MX-WELL-1382,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,cretácico,2019,39,69979,7132,43467,2746,0
MX-WELL-1383,WINTERSHALL DEA,BURGOS,pimienta,2019,18,12179,15065,18275,1922,0
MX-WELL-1384,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2017,43,23869,10570,41555,2413,1
MX-WELL-1385,REPSOL EXPLORACIÓN MÉXICO,SURESTE,cretácico,2022,31,55095,9607,20775,789,1
MX-WELL-1386,WINTERSHALL DEA,SURESTE,jurásico superior,2021,49,26964,10958,42252,1199,1
MX-WELL-1387,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,agua nueva,2021,43,95076,10307,34917,2338,1
MX-WELL-1388,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,terciario,2018,45,36564,12028,37990,2349,1
MX-WELL-1389,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,terciario,2025,18,99272,10591,17214,2409,1
MX-WELL-1390,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,terciario,2020,25,28375,14463,20014,3485,1
MX-WELL-1391,HOKCHI ENERGY,SURESTE,terciario,2023,21,62874,9551,22297,3273,1
MX-WELL-1392,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,jurásico superior,2023,25,21108,8800,12610,1604,0
MX-WELL-1393,REPSOL EXPLORACIÓN MÉXICO,BURGOS,cretácico,2021,10,29456,15198,10406,1901,0
MX-WELL-1394,HOKCHI ENERGY,BURGOS,jurásico superior,2025,45,94444,8120,31644,1081,0
MX-WELL-1395,PEMEX EXPLORACIÓN Y PRODUCCIÓN,VERACRUZ,pimienta,2015,16,28287,6174,36732,2730,0
MX-WELL-1396,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2018,36,43919,13619,16033,868,1
MX-WELL-1397,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,jurásico superior,2024,37,60445,10769,24211,3275,0
MX-WELL-1398,HOKCHI ENERGY,BURGOS,cretácico,2015,44,20578,8240,10389,1499,0
MX-WELL-1399,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,cretácico,2025,47,11481,13256,13731,951,0
MX-WELL-1400,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,pimienta,2023,41,53526,9277,21889,1094,1
MX-WELL-1401,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2015,16,29581,6139,11424,3449,1
MX-WELL-1402,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,cretácico,2020,37,91938,10821,36049,3106,0
MX-WELL-1403,PEMEX EXPLORACIÓN Y PRODUCCIÓN,VERACRUZ,terciario,2021,19,55270,15741,32742,627,0
MX-WELL-1404,FIELDWOOD ENERGY,SURESTE,jurásico superior,2016,14,35991,12361,42969,2564,1
MX-WELL-1405,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,agua nueva,2023,9,24256,9802,32192,2934,1
MX-WELL-1406,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2022,14,98229,10117,34729,2462,1
MX-WELL-1407,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,agua nueva,2018,31,78136,8195,39267,2914,1
MX-WELL-1408,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,terciario,2020,19,11306,9849,22360,980,0
MX-WELL-1409,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2025,6,39084,13619,19280,3142,1
MX-WELL-1410,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,agua nueva,2020,25,11813,14801,28845,524,1
MX-WELL-1411,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,jurásico superior,2021,13,75618,7920,21683,2593,0
MX-WELL-1412,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,agua nueva,2015,14,92289,7818,28485,1189,0
MX-WELL-1413,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,agua nueva,2018,33,12426,14264,34473,3462,0
MX-WELL-1414,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,cretácico,2024,24,72956,14560,11134,2003,0
MX-WELL-1415,REPSOL EXPLORACIÓN MÉXICO,SURESTE,jurásico superior,2019,47,15039,10897,20442,560,1
MX-WELL-1416,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2016,34,68671,7526,36249,1861,1
MX-WELL-1417,ENI MÉXICO,BURGOS,agua nueva,2022,7,10869,7014,20103,1102,0
MX-WELL-1418,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2023,10,34170,14024,26678,1892,1
MX-WELL-1419,WINTERSHALL DEA,BURGOS,pimienta,2016,25,30025,10458,15307,1241,0
MX-WELL-1420,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2019,19,57195,13697,34417,562,1
MX-WELL-1421,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2018,26,38927,14326,39493,2635,1
